Conversacion,Perplexity
"Usuario: Busco algo de drama
Enrique: Esta otra podría interesarte:
""Héroes de guerra"" (2019)
Género: Drama, Acción, Bélica
Después del bombardeo de la OTAN a Yugoslavia en 1999, el ejército yugoslavo...",4.04
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""La noche más oscura"" (2012)
Género: Suspense, Drama
Tras varios años de investigación de la C...",3.89
"Usuario: Busco algo de drama
Enrique: Esta otra podría interesarte:
""Héroes de guerra"" (2019)
Género: Drama, Acción, Bélica
Después del bombardeo de la OTAN a Yugoslavia en 1999, el ejército yugoslavo...",4.04
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Levels"" (2024)
Género: Acción, Ciencia ficción, Suspense
nan",4.64
"Usuario: ¿Tienes otra de romance?
Enrique: Esta otra podría interesarte:
""Fabricante de lágrimas"" (2024)
Género: Romance, Drama
Adoptados juntos tras pasar una infancia difícil en un orfanato, Nica y ...",5.53
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Levels"" (2024)
Género: Acción, Ciencia ficción, Suspense
nan",3.8
"Usuario: Busco algo de romance
Enrique: Esta otra podría interesarte:
""Fabricante de lágrimas"" (2024)
Género: Romance, Drama
Adoptados juntos tras pasar una infancia difícil en un orfanato, Nica y Rig...",5.93
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Levels"" (2024)
Género: Acción, Ciencia ficción, Suspense
nan",3.19
"Usuario: Me gustan las pelis de romance
Enrique: Otra gran opción sería esta:
""Fabricante de lágrimas"" (2024)
Género: Romance, Drama
Adoptados juntos tras pasar una infancia difícil en un orfanato, Ni...",5.55
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""¡Canta!"" (2016)
Género: Animación, Comedia, Familia, Música
Buster es un koala que posee y dirige un gra...",5.24
"Usuario: Busco algo de romance
Enrique: Esta otra podría interesarte:
""扉を閉めた女教師"" (2021)
Género: Romance, Drama
nan",5.87
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""¡Canta!"" (2016)
Género: Animación, Comedia, Familia, Música
Buster es un koala que posee y dirige un gran teatr...",5.34
"Usuario: Me gustan las pelis de romance
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""扉を閉めた女教師"" (2021)
Género: Romance, Drama
nan",4.6
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""¡Canta!"" (2016)
Género: Animación, Comedia, Familia, Música
Buster es un koala que posee y dirige un gran teatro que está p...",5.59
"Usuario: ¿Tienes otra de romance?
Enrique: Otra gran opción sería esta:
""扉を閉めた女教師"" (2021)
Género: Romance, Drama
nan",5.34
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""La gran apuesta"" (2015)
Género: Comedia, Drama
Cuando cuatro tipos fuera del sistema descubren que los grandes ...",5.62
"Usuario: Busco algo de crimen
Enrique: Otra gran opción sería esta:
""El monstruo de St. Pauli"" (2019)
Género: Crimen, Suspense, Terror, Comedia
Un despiadado asesino en serie siembra el terror entre l...",4.57
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""La gran apuesta"" (2015)
Género: Comedia, Drama
Cuando cuatro tipos fuera del sistema descubren que los grandes banc...",6.04
"Usuario: Me gustan las pelis de crimen
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""El monstruo de St. Pauli"" (2019)
Género: Crimen, Suspense, Terror, Comedia
Un despiadado asesino e...",3.92
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""La gran apuesta"" (2015)
Género: Comedia, Drama
Cuando cuatro tipos fuera del sistema descubren que los grandes bancos, los ...",6.09
"Usuario: Me gustan las pelis de crimen
Enrique: Esta otra podría interesarte:
""El monstruo de St. Pauli"" (2019)
Género: Crimen, Suspense, Terror, Comedia
Un despiadado asesino en serie siembra el terr...",4.43
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""300"" (2007)
Género: Acción, Aventura, Bélica
Adaptación del cómic de Frank Miller (autor del cómic 'Sin ...",3.4
"Usuario: Busco algo de animación
Enrique: Esta otra podría interesarte:
""El chico y la garza"" (2023)
Género: Animación, Aventura, Fantasía, Familia, Drama
La película muestra el crecimiento psicológic...",4.45
"Usuario: Recomiéndame una peli
Enrique: Aquí tienes una buena para empezar:
""300"" (2007)
Género: Acción, Aventura, Bélica
Adaptación del cómic de Frank Miller (autor del cómic 'Sin City') sobre la fam...",3.6
"Usuario: ¿Tienes otra de animación?
Enrique: Otra gran opción sería esta:
""El chico y la garza"" (2023)
Género: Animación, Aventura, Fantasía, Familia, Drama
La película muestra el crecimiento psicológ...",4.23
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""300"" (2007)
Género: Acción, Aventura, Bélica
Adaptación del cómic de Frank Miller (autor del ...",3.26
"Usuario: ¿Tienes otra de animación?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""El chico y la garza"" (2023)
Género: Animación, Aventura, Fantasía, Familia, Drama
La película muestra...",3.86
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Toy Story 4"" (2019)
Género: Familia, Aventura, Animación, Comedia, Fantasía
Woody siempre ha tenido claro cuál e...",3.62
"Usuario: Busco algo de comedia
Enrique: Otra gran opción sería esta:
""The Ballad of Wallis Island"" (2025)
Género: Comedia, Drama, Música
nan",6.62
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""Toy Story 4"" (2019)
Género: Familia, Aventura, Animación, Comedia, Fantasía
Woody siempre ha ...",3.46
"Usuario: Busco algo de comedia
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""The Ballad of Wallis Island"" (2025)
Género: Comedia, Drama, Música
nan",5.18
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Toy Story 4"" (2019)
Género: Familia, Aventura, Animación, Comedia, Fantasía
Woody siempre ha tenido claro cuál e...",3.62
"Usuario: ¿Tienes otra de comedia?
Enrique: Otra gran opción sería esta:
""The Ballad of Wallis Island"" (2025)
Género: Comedia, Drama, Música
nan",5.94
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Juegos Psicológicos"" (2021)
Género: Drama, Suspense
Una pareja enamorada pasa un tiempo alejada de la civilización. La ...",7.19
"Usuario: Busco algo de acción
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Kill Bill: Volumen 1"" (2003)
Género: Acción, Crimen
Uma Thurman es una asesina que, el día de su boda, es a...",4.57
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Juegos Psicológicos"" (2021)
Género: Drama, Suspense
Una pareja enamorada pasa un tiempo alejada de la civilizaci...",6.9
"Usuario: ¿Tienes otra de acción?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Kill Bill: Volumen 1"" (2003)
Género: Acción, Crimen
Uma Thurman es una asesina que, el día de su boda, e...",4.41
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Juegos Psicológicos"" (2021)
Género: Drama, Suspense
Una pareja enamorada pasa un tiempo alejada de la civilizac...",7.2
"Usuario: Busco algo de acción
Enrique: Esta otra podría interesarte:
""Kill Bill: Volumen 1"" (2003)
Género: Acción, Crimen
Uma Thurman es una asesina que, el día de su boda, es atacada por los miembros...",5.02
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""V3nganza"" (2014)
Género: Suspense, Acción
Tercera entrega de la trilogía iniciada en 2008 con 'Venganza' y que ...",4.43
"Usuario: Busco algo de comedia
Enrique: Esta otra podría interesarte:
""El menú"" (2022)
Género: Comedia, Terror, Suspense
Una joven pareja viaja a uno de los destinos más exclusivos del mundo para cena...",4.53
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""V3nganza"" (2014)
Género: Suspense, Acción
Tercera entrega de la trilogía iniciada en 2008 con...",4.07
"Usuario: Busco algo de comedia
Enrique: Otra gran opción sería esta:
""El menú"" (2022)
Género: Comedia, Terror, Suspense
Una joven pareja viaja a uno de los destinos más exclusivos del mundo para cenar...",4.5
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""V3nganza"" (2014)
Género: Suspense, Acción
Tercera entrega de la trilogía iniciada en 2008 con 'Venganza' y que cuenta c...",4.48
"Usuario: ¿Tienes otra de comedia?
Enrique: Otra gran opción sería esta:
""El menú"" (2022)
Género: Comedia, Terror, Suspense
Una joven pareja viaja a uno de los destinos más exclusivos del mundo para ce...",4.26
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""Ninja Turtles"" (2014)
Género: Ciencia ficción, Acción, Aventura, Comedia
Nueva York está en p...",4.81
"Usuario: Busco algo de acción
Enrique: Otra gran opción sería esta:
""Aliens: El regreso"" (1986)
Género: Acción, Suspense, Ciencia ficción
Alien es un organismo perfecto, una máquina de matar cuya supe...",5.44
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Aquí tienes una buena para empezar:
""Ninja Turtles"" (2014)
Género: Ciencia ficción, Acción, Aventura, Comedia
Nueva York está en pelig...",5.07
"Usuario: ¿Tienes otra de acción?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Aliens: El regreso"" (1986)
Género: Acción, Suspense, Ciencia ficción
Alien es un organismo perfecto, una...",5.13
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Ninja Turtles"" (2014)
Género: Ciencia ficción, Acción, Aventura, Comedia
Nueva York está en peligro debido a que Shredd...",5.29
"Usuario: Me gustan las pelis de acción
Enrique: Esta otra podría interesarte:
""Aliens: El regreso"" (1986)
Género: Acción, Suspense, Ciencia ficción
Alien es un organismo perfecto, una máquina de matar...",5.38
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Sisu"" (2022)
Género: Acción, Bélica
En lo profundo de la naturaleza salvaje de Laponia, Aatami Korpi est...",5.67
"Usuario: Busco algo de crimen
Enrique: Otra gran opción sería esta:
""Nightcrawler"" (2014)
Género: Crimen, Drama, Suspense
Tras ser testigo de un accidente, Lou Bloom (Jake Gyllenhaal), un apasionado j...",6.82
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Sisu"" (2022)
Género: Acción, Bélica
En lo profundo de la naturaleza salvaje de Laponia, Aatami Korpi está busca...",5.84
"Usuario: Me gustan las pelis de crimen
Enrique: Otra gran opción sería esta:
""Nightcrawler"" (2014)
Género: Crimen, Drama, Suspense
Tras ser testigo de un accidente, Lou Bloom (Jake Gyllenhaal), un apa...",6.65
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Sisu"" (2022)
Género: Acción, Bélica
En lo profundo de la naturaleza salvaje de Laponia, Aatami Korpi está buscando oro,...",5.87
"Usuario: Me gustan las pelis de crimen
Enrique: Otra gran opción sería esta:
""Nightcrawler"" (2014)
Género: Crimen, Drama, Suspense
Tras ser testigo de un accidente, Lou Bloom (Jake Gyllenhaal), un apa...",6.65
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Trainspotting"" (1996)
Género: Drama, Crimen
Mark Renton es un joven escocés adicto a la heroína, al igua...",5.88
"Usuario: Me gustan las pelis de drama
Enrique: Otra gran opción sería esta:
""Pactar con el diablo"" (1997)
Género: Drama, Misterio, Suspense, Terror
Kevin Lomax (Keanu Reeves) es un joven y brillante a...",5.09
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Trainspotting"" (1996)
Género: Drama, Crimen
Mark Renton es un joven escocés adicto a la heroína, al igual que el re...",6.49
"Usuario: Me gustan las pelis de drama
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Pactar con el diablo"" (1997)
Género: Drama, Misterio, Suspense, Terror
Kevin Lomax (Keanu Reeves) e...",4.78
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Trainspotting"" (1996)
Género: Drama, Crimen
Mark Renton es un joven escocés adicto a l...",5.34
"Usuario: ¿Tienes otra de drama?
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Pactar con el diablo"" (1997)
Género: Drama, Misterio, Suspense, Terror
Kevin Lomax (Keanu Reeves) es un j...",4.73
"Usuario: Recomiéndame una peli
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Armor"" (2024)
Género: Acción, Crimen, Suspense, Drama
Un padre y un hijo trabajan como guardias de seguridad par...",3.95
"Usuario: Busco algo de animación
Enrique: Esta otra podría interesarte:
""Hotel Transilvania"" (2012)
Género: Animación, Comedia, Familia, Fantasía
Drácula regenta un hotel en el que se alojan personaje...",5.42
"Usuario: ¿Qué película me recomiendas?
Enrique: Empiezo por una que suele gustar mucho:
""Armor"" (2024)
Género: Acción, Crimen, Suspense, Drama
Un padre y un hijo trabajan como guardias de seguridad pa...",4.08
"Usuario: ¿Tienes otra de animación?
Enrique: Esta otra podría interesarte:
""Hotel Transilvania"" (2012)
Género: Animación, Comedia, Familia, Fantasía
Drácula regenta un hotel en el que se alojan person...",5.2
"Usuario: Recomiéndame una peli
Enrique: Empiezo por una que suele gustar mucho:
""Armor"" (2024)
Género: Acción, Crimen, Suspense, Drama
Un padre y un hijo trabajan como guardias de seguridad para una e...",4.12
"Usuario: Busco algo de animación
Enrique: Otra gran opción sería esta:
""Hotel Transilvania"" (2012)
Género: Animación, Comedia, Familia, Fantasía
Drácula regenta un hotel en el que se alojan personajes...",5.46
"Usuario: ¿Qué película me recomiendas?
Enrique: Aquí tienes una buena para empezar:
""Vera y el placer de los otros"" (2024)
Género: Comedia, Drama
Vera, una adolescente de 17 años, reparte sus días ent...",7.35
"Usuario: Busco algo de crimen
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Casino"" (1995)
Género: Crimen, Drama
Las Vegas, 1973. Sam ""Ace"" Rothstein, un profesional de las apuestas, ...",5.59
"Usuario: ¿Qué película me recomiendas?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Vera y el placer de los otros"" (2024)
Género: Comedia, Drama
Vera, una adolescente de 17 años, reparte s...",6.39
"Usuario: Me gustan las pelis de crimen
Enrique: ¡Perfecto! Entonces también podrías probar con esta:
""Casino"" (1995)
Género: Crimen, Drama
Las Vegas, 1973. Sam ""Ace"" Rothstein, un profesional de las a...",5.45
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: ¡Claro! Mientras me cuentas más, te dejo esta:
""Vera y el placer de los otros"" (2024)
Género: Comedia, Drama
Vera, una adolescente de ...",5.67
"Usuario: Me gustan las pelis de crimen
Enrique: Otra gran opción sería esta:
""Casino"" (1995)
Género: Crimen, Drama
Las Vegas, 1973. Sam ""Ace"" Rothstein, un profesional de las apuestas, es el eficaz di...",5.81
"Usuario: Estoy buscando algo para ver, ¿qué me sugieres?
Enrique: Empiezo por una que suele gustar mucho:
""Strange Darling"" (2024)
Género: Crimen, Terror, Suspense
Nada es lo que parece cuando un reto...",4.94
